0,15.949,0.351,2.185,0.012,0
1,15.911,0.457,2.192,0.054,0
2,15.911,0.457,2.192,0.054,0
3,15.911,0.457,2.192,0.054,0
4,15.911,0.457,2.192,0.054,0
5,15.911,0.457,2.192,0.054,0
6,15.911,0.457,2.192,0.054,0
7,15.911,0.457,2.192,0.054,0
8,15.911,0.457,2.192,0.054,0
9,15.911,0.457,2.192,0.054,0
10,15.911,0.457,2.192,0.054,0
11,15.911,0.457,2.192,0.054,0
12,15.911,0.457,2.192,0.054,0
13,15.911,0.457,2.192,0.054,0
14,15.911,0.457,2.192,0.054,0
15,15.911,0.457,2.192,0.054,0
16,16.14,0.355,2.264,0.012,0
17,16.01,0.352,2.277,0.013,0
18,16.046,0.353,2.283,0.013,0
19,15.986,0.352,2.284,0.013,0
20,15.931,0.35,2.294,0.013,0
21,15.986,0.352,2.291,0.013,0
22,16.14,0.355,2.291,0.013,0
23,15.608,0.343,2.289,0.013,0
24,15.837,0.348,2.203,0.012,0
25,15.882,0.349,2.211,0.012,0
26,15.805,0.348,2.211,0.012,0
27,15.814,0.348,2.22,0.012,0
28,15.854,0.349,2.209,0.012,0
29,15.763,0.347,2.207,0.012,0
30,15.799,0.348,2.205,0.012,0
31,15.259,0.336,2.217,0.012,0
32,15.763,0.347,2.241,0.012,0
33,15.673,0.345,2.241,0.012,0
34,15.706,0.346,2.239,0.012,0
35,15.67,0.345,2.246,0.012,0
36,15.73,0.346,2.245,0.012,0
37,15.656,0.344,2.235,0.012,0
38,15.748,0.346,2.237,0.012,0
39,15.233,0.335,2.238,0.012,0
40,15.931,0.35,2.165,0.012,0
41,15.807,0.348,2.172,0.012,0
42,16.049,0.353,2.164,0.012,0
43,16.031,0.353,2.163,0.012,0
44,15.826,0.348,2.17,0.012,0
45,15.972,0.351,2.166,0.012,0
46,15.948,0.351,2.163,0.012,0
47,15.554,0.342,2.15,0.012,0
48,15.903,0.35,2.179,0.012,0
49,15.925,0.35,2.185,0.012,0
50,15.856,0.349,2.186,0.012,0
51,15.953,0.351,2.204,0.012,0
52,15.935,0.351,2.196,0.012,0
53,15.753,0.347,2.196,0.012,0
54,15.856,0.349,2.191,0.012,0
55,15.351,0.338,2.191,0.012,0
56,16.299,0.359,2.132,0.012,0
57,16.246,0.357,2.14,0.012,0
58,16.255,0.358,2.136,0.012,0
59,16.303,0.359,2.143,0.012,0
60,16.226,0.357,2.148,0.012,0
61,16.174,0.356,2.147,0.012,0
62,16.115,0.355,2.144,0.012,0
63,15.763,0.347,2.127,0.012,0
64,16.033,0.353,2.154,0.012,0
65,16.079,0.354,2.155,0.012,0
66,15.26,0.336,2.142,0.012,0
67,14.455,0.318,2.144,0.012,0
68,16.076,0.354,2.16,0.012,0
69,16.074,0.354,2.169,0.012,0
70,16.216,0.357,2.163,0.012,0
71,15.484,0.341,2.17,0.012,0
72,16.278,0.358,2.138,0.012,0
73,16.313,0.359,2.144,0.012,0
74,16.182,0.356,2.143,0.012,0
75,16.161,0.356,2.151,0.012,0
76,16.093,0.354,2.149,0.012,0
77,16.203,0.356,2.146,0.012,0
78,16.097,0.354,2.144,0.012,0
79,15.657,0.344,2.145,0.012,0
80,15.981,0.352,2.097,0.012,0
81,15.902,0.35,2.102,0.012,0
82,16.091,0.354,2.11,0.012,0
83,14.003,0.308,2.093,0.012,0
84,16.011,0.352,2.104,0.012,0
85,15.992,0.352,2.099,0.012,0
86,15.909,0.35,2.094,0.012,0
87,15.571,0.343,2.098,0.012,0
88,15.9,0.35,2.144,0.012,0
89,16.154,0.355,2.149,0.012,0
90,16.062,0.353,2.154,0.012,0
91,16.042,0.353,2.156,0.012,0
92,16.008,0.352,2.161,0.012,0
93,16.098,0.354,2.151,0.012,0
94,15.959,0.351,2.145,0.012,0
95,15.85,0.349,2.128,0.012,0
96,15.483,0.341,2.231,0.012,0
97,15.434,0.34,2.236,0.012,0
98,15.535,0.342,2.239,0.012,0
99,15.492,0.341,2.247,0.012,0
100,15.52,0.341,2.251,0.012,0
101,15.5,0.341,2.251,0.012,0
102,15.476,0.34,2.246,0.012,0
103,15.354,0.338,2.235,0.012,0
104,15.741,0.346,2.109,0.012,0
105,15.609,0.343,2.118,0.012,0
106,15.734,0.346,2.116,0.012,0
107,15.726,0.346,2.116,0.012,0
108,15.542,0.342,2.121,0.012,0
109,15.596,0.343,2.125,0.012,0
110,15.634,0.344,2.115,0.012,0
111,15.025,0.331,2.12,0.012,0
112,15.911,0.457,2.192,0.054,0
113,15.911,0.457,2.192,0.054,0
114,15.911,0.457,2.192,0.054,0
115,15.911,0.457,2.192,0.054,0
116,15.911,0.457,2.192,0.054,0
117,15.911,0.457,2.192,0.054,0
118,15.911,0.457,2.192,0.054,0
119,15.911,0.457,2.192,0.054,0
120,15.484,0.341,2.164,0.012,0
121,15.723,0.346,2.16,0.012,0
122,15.755,0.347,2.173,0.012,0
123,15.417,0.339,2.173,0.012,0
124,15.608,0.343,2.168,0.012,0
125,15.554,0.342,2.17,0.012,0
126,15.673,0.345,2.172,0.012,0
127,15.086,0.332,2.164,0.012,0
128,15.82,0.348,2.193,0.012,0
129,15.791,0.347,2.199,0.012,0
130,15.663,0.345,2.205,0.012,0
131,15.914,0.35,2.204,0.012,0
132,15.657,0.344,2.198,0.012,0
133,15.566,0.342,2.201,0.012,0
134,15.518,0.341,2.199,0.012,0
135,15.328,0.337,2.193,0.012,0
136,15.583,0.343,2.155,0.012,0
137,15.54,0.342,2.166,0.012,0
138,15.528,0.342,2.167,0.012,0
139,15.604,0.343,2.175,0.012,0
140,15.669,0.345,2.18,0.012,0
141,15.534,0.342,2.169,0.012,0
142,15.562,0.342,2.173,0.012,0
143,15.212,0.335,2.162,0.012,0
144,15.558,0.342,2.239,0.012,0
145,15.599,0.343,2.229,0.012,0
146,15.527,0.342,2.241,0.012,0
147,15.445,0.34,2.242,0.012,0
148,15.602,0.343,2.244,0.012,0
149,15.567,0.342,2.243,0.012,0
150,15.567,0.342,2.244,0.012,0
151,15.248,0.335,2.221,0.012,0
152,15.675,0.345,2.13,0.012,0
153,15.702,0.345,2.139,0.012,0
154,15.63,0.344,2.141,0.012,0
155,15.636,0.344,2.143,0.012,0
156,15.664,0.345,2.143,0.012,0
157,15.638,0.344,2.138,0.012,0
158,15.576,0.343,2.15,0.012,0
159,15.356,0.338,2.145,0.012,0
160,15.732,0.346,2.263,0.012,0
161,15.756,0.347,2.261,0.012,0
162,15.666,0.345,2.268,0.012,0
163,15.535,0.342,2.272,0.012,0
164,15.782,0.347,2.273,0.012,0
165,15.662,0.345,2.27,0.012,0
166,15.77,0.347,2.26,0.012,0
167,15.185,0.334,2.259,0.012,0
168,15.601,0.343,2.101,0.012,0
169,15.685,0.345,2.107,0.012,0
170,15.733,0.346,2.107,0.012,0
171,15.762,0.347,2.111,0.012,0
172,15.608,0.343,2.116,0.012,0
173,15.622,0.344,2.115,0.012,0
174,15.736,0.346,2.112,0.012,0
175,15.127,0.333,2.103,0.012,0
176,15.627,0.344,2.102,0.012,0
177,15.644,0.344,2.111,0.012,0
178,15.568,0.342,2.112,0.012,0
179,15.444,0.34,2.133,0.012,0
180,15.685,0.345,2.117,0.012,0
181,15.709,0.346,2.114,0.012,0
182,15.603,0.343,2.118,0.012,0
183,15.211,0.335,2.102,0.012,0
184,15.509,0.341,2.253,0.012,0
185,15.436,0.34,2.258,0.012,0
186,15.56,0.342,2.25,0.012,0
187,15.448,0.34,2.264,0.012,0
188,15.477,0.34,2.265,0.012,0
189,15.574,0.343,2.246,0.012,0
190,15.593,0.343,2.256,0.012,0
191,15.09,0.332,2.251,0.012,0
192,16.021,0.352,2.193,0.012,0
193,15.699,0.345,2.188,0.012,0
194,15.95,0.351,2.192,0.012,0
195,15.904,0.35,2.213,0.012,0
196,15.887,0.35,2.209,0.012,0
197,15.833,0.348,2.197,0.012,0
198,15.86,0.349,2.202,0.012,0
199,15.291,0.336,2.199,0.012,0
200,15.797,0.348,2.226,0.012,0
201,15.736,0.346,2.22,0.012,0
202,15.749,0.346,2.229,0.012,0
203,15.833,0.348,2.236,0.012,0
204,15.786,0.347,2.235,0.012,0
205,15.653,0.344,2.24,0.012,0
206,15.775,0.347,2.233,0.012,0
207,15.244,0.335,2.232,0.012,0
208,15.612,0.343,2.189,0.012,0
