0,129.229020,0.313938,CONVERGED,21.406623,0.057186,CONVERGED,-1,-1,0.576796,0.332261
1,115.426169,0.202546,CONVERGED,18.619063,0.050369,CONVERGED,-1,-1,0.584463,0.338329
2,127.205463,0.246393,CONVERGED,20.967521,0.045986,CONVERGED,-1,-1,0.563999,0.338128
3,117.571151,0.229697,CONVERGED,19.001287,0.068488,CONVERGED,-1,-1,0.592627,0.368286
4,154.382377,0.628090,CONVERGED,25.912654,0.105582,CONVERGED,-1,-1,0.575615,0.325804
5,170.544146,0.573908,CONVERGED,28.617260,0.159669,CONVERGED,-1,-1,0.538674,0.313349
6,149.974013,0.542260,CONVERGED,24.666647,0.094908,CONVERGED,-1,-1,0.544623,0.323057
7,165.931236,0.552365,CONVERGED,27.470186,0.129040,CONVERGED,-1,-1,0.574348,0.354384
8,129.376553,0.326609,CONVERGED,20.632793,0.062543,CONVERGED,-1,-1,0.549530,0.351996
9,149.710506,0.387961,CONVERGED,24.011544,0.089136,CONVERGED,-1,-1,0.565240,0.341664
10,111.614706,0.153344,CONVERGED,17.190721,0.025816,CONVERGED,-1,-1,0.589214,0.405494
11,116.651530,0.325103,CONVERGED,19.404275,0.068116,CONVERGED,-1,-1,0.549798,0.370462
12,115.721472,0.245091,CONVERGED,18.413621,0.047954,CONVERGED,-1,-1,0.585070,0.398827
13,119.368184,0.191705,CONVERGED,19.591400,0.046291,CONVERGED,-1,-1,0.559717,0.377114
14,131.803999,0.308523,CONVERGED,21.677259,0.048767,CONVERGED,-1,-1,0.540510,0.361648
15,129.116046,0.299753,CONVERGED,20.720686,0.043964,CONVERGED,-1,-1,0.576077,0.363240
16,113.697417,0.186107,CONVERGED,18.953570,0.037920,CONVERGED,-1,-1,0.590223,0.390852
17,117.172507,0.174047,CONVERGED,18.782490,0.034302,CONVERGED,-1,-1,0.591592,0.377929
18,186.379641,0.547987,CONVERGED,29.686200,0.081503,CONVERGED,-1,-1,0.641385,0.344049
19,143.255750,0.395741,CONVERGED,23.903466,0.069381,CONVERGED,-1,-1,0.639201,0.374908
20,122.363167,0.243948,CONVERGED,20.044074,0.041167,CONVERGED,-1,-1,0.565522,0.355971
21,133.482423,0.322743,CONVERGED,21.925169,0.074987,CONVERGED,-1,-1,0.566893,0.359712
22,113.395354,0.157815,CONVERGED,18.301082,0.031978,CONVERGED,-1,-1,0.577842,0.372106
23,112.491943,0.158322,CONVERGED,17.298573,0.035406,CONVERGED,-1,-1,0.576259,0.372886
24,115.562046,0.273375,CONVERGED,18.535480,0.064319,CONVERGED,-1,-1,0.559528,0.368024
25,117.809810,0.217443,CONVERGED,19.392179,0.049825,CONVERGED,-1,-1,0.559029,0.331273
26,143.198351,0.438260,CONVERGED,23.625165,0.106288,CONVERGED,-1,-1,0.535873,0.333005
27,109.745480,0.169030,CONVERGED,17.268958,0.037416,CONVERGED,-1,-1,0.705029,0.533087
28,94.064533,0.190333,CONVERGED,23.110733,0.076415,CONVERGED,-1,-1,0.570517,0.366522
29,137.062955,0.436945,CONVERGED,22.430221,0.068080,CONVERGED,-1,-1,0.540837,0.322488
30,120.047232,0.224047,CONVERGED,19.096975,0.048110,CONVERGED,-1,-1,0.568420,0.349765
31,123.443259,0.250584,CONVERGED,20.494153,0.055833,CONVERGED,-1,-1,0.558603,0.321631
