run,subrun,event,x,y,z
5605,119,5983,248.892,0.0,997.8
5632,20,1039,172.224,0.0,912
5637,30,1503,211.282,0.0,746.7
5637,30,1527,74.272,0.0,598.8
5653,90,4531,158.573,0.0,621
5725,77,3873,225.546,0.0,339
5725,77,3893,99.4008,0.0,474.6
5725,82,4103,218.247,0.0,370.5
5725,82,4114,115.169,0.0,608.1
5725,91,4575,13.7066,0.0,575.4
5725,92,4617,70.4275,0.0,336
5727,89,4484,240.2,0.0,557.7
5727,91,4587,102.911,0.0,566.7
5730,49,2498,217.3,0.0,990.9
5756,9,473,139.685,0.0,632.4
5756,24,1238,229.335,0.0,559.5
5758,62,3131,70.8732,0.0,496.2
5758,91,4558,180.749,0.0,580.5
5758,98,4920,-0.501461,0.0,832.2
5758,117,5872,183.368,0.0,546.9
5758,118,5905,223.93,0.0,603.6
5758,120,6014,21.2285,0.0,864.6
5760,12,617,255.578,0.0,560.7
5762,29,1468,-4.346,0.0,493.5
5762,31,1575,216.91,0.0,560.7
5762,33,1687,4.9589,0.0,168
5762,96,4832,241.37,0.0,280.8
5762,221,11073,113.442,0.0,516.6
5765,81,4060,171.444,0.0,209.7
5767,4,209,4.40172,0.0,519.6
5767,32,1621,140.353,0.0,769.2
5767,56,2823,111.213,0.0,570.3
5767,58,2906,208.664,0.0,958.5
5767,59,2963,195.291,0.0,537.6
5767,60,3006,140.019,0.0,982.8
5767,69,3462,149.045,0.0,978.6
5767,102,5140,45.243,0.0,643.2
5767,106,5308,171.277,0.0,926.4
5767,116,5802,254.854,0.0,461.1
5767,118,5933,256.748,0.0,170.7
5767,119,5986,99.0108,0.0,220.5
5767,143,7170,52.2077,0.0,861.6
5767,152,7647,94.1633,0.0,676.2
5767,154,7701,69.536,0.0,654.9
5767,160,8007,264.047,0.0,432.3
5767,164,8207,246.273,0.0,934.8
5767,167,8351,191.837,0.0,969
5767,198,9917,271.792,0.0,225.3
5767,204,10205,73.9934,0.0,256.5
5767,211,10564,80.1781,0.0,336.3
5767,211,10597,207.939,0.0,581.4
5773,29,1495,172.336,0.0,535.2
5773,30,1539,191.001,0.0,392.4
5774,71,3565,256.414,0.0,383.7
5776,2,131,225.379,0.0,952.8
5776,14,706,14.9324,0.0,909
5776,20,1034,179.133,0.0,987.3
5776,22,1147,213.344,0.0,853.8
5776,28,1401,88.5358,0.0,918.6
5776,38,1950,44.24,0.0,186.3
5776,44,2226,141.078,0.0,610.8
5776,47,2370,53.2106,0.0,982.8
5776,47,2395,206.881,0.0,476.7
5782,69,3462,54.325,0.0,182.7
5782,69,3474,167.878,0.0,460.2
5782,116,5830,143.752,0.0,597.6
5782,118,5932,134.503,0.0,312.9
5783,33,1684,254.965,0.0,507.9
5783,36,1836,131.829,0.0,933.9
5783,45,2265,222.482,0.0,501
5783,54,2742,73.492,0.0,934.8
5783,90,4526,14.7095,0.0,540.3
5783,92,4641,86.1957,0.0,933.9
5783,118,5902,18.1083,0.0,616.5
5783,120,6027,253.127,0.0,629.1
5830,23,1177,174.453,0.0,759
5833,158,7937,-4.23456,0.0,506.1
5833,243,12154,118.568,0.0,499.5
5833,252,12618,144.811,0.0,645.3
5833,252,12641,230.282,0.0,778.5
5833,272,13606,46.9145,0.0,600.9
5833,273,13679,30.812,0.0,617.7
5833,333,16678,52.8763,0.0,762
5833,335,16782,261.874,0.0,430.8
5833,336,16813,135.952,0.0,595.2
5833,337,16878,191.335,0.0,903
5833,354,17722,92.2689,0.0,855.6
5833,355,17778,156.902,0.0,851.1
5833,355,17787,216.799,0.0,795.3
5833,356,17807,58.671,0.0,35.1
5833,388,19419,62.4598,0.0,680.1
5833,389,19474,148.043,0.0,195
5833,394,19739,19.167,0.0,488.4
5833,394,19749,270.845,0.0,753
5834,88,4423,258.086,0.0,846.6
5834,89,4471,195.291,0.0,750.6
5835,59,2951,144.421,0.0,616.5
5835,75,3769,260.983,0.0,193.5
5835,75,3794,109.263,0.0,537.3
5835,271,13587,130.826,0.0,760.8
5835,276,13818,79.3424,0.0,696.6
5835,279,13972,216.743,0.0,146.1
5835,280,14033,214.013,0.0,512.1
5835,284,14209,28.8062,0.0,862.8
5835,329,16454,254.965,0.0,550.2
5835,332,16618,225.323,0.0,616.2
5835,367,18351,208.552,0.0,319.8
5835,371,18553,265.886,0.0,451.5
5835,371,18590,226.493,0.0,479.7
5836,90,4517,226.103,0.0,933.6
5836,95,4766,39.7826,0.0,303.3
5836,140,7032,234.795,0.0,623.7
5836,141,7082,7.85623,0.0,573
5837,20,1048,52.7092,0.0,927
5837,45,2261,257.807,0.0,525.9
5843,36,1814,247.053,0.0,747.9
5845,70,3501,76.445,0.0,767.7
5845,71,3569,-7.4662,0.0,946.5
5847,9,487,53.4892,0.0,332.4
5848,46,2309,224.042,0.0,559.2
5848,46,2313,174.676,0.0,792.3
5848,48,2416,107.981,0.0,255
5850,38,1919,192.06,0.0,270.9
5850,61,3068,-7.52192,0.0,957.9
5850,119,5991,215.127,0.0,761.4
5853,30,1525,132.887,0.0,377.7
5853,67,3358,73.3248,0.0,470.4
5853,71,3558,78.8409,0.0,754.5
5853,89,4482,23.7358,0.0,672.9
5853,118,5950,26.1317,0.0,229.8
5853,145,7296,107.257,0.0,275.1
5853,146,7311,249.226,0.0,552
5853,148,7434,178.687,0.0,608.1
5853,288,14408,75.2749,0.0,157.8
5854,102,5116,246.83,0.0,848.1
5861,11,574,4.346,0.0,384.3
5869,213,10674,-6.57472,0.0,866.7
5869,215,10792,261.819,0.0,586.5
5869,262,13102,32.4836,0.0,618
5869,262,13126,27.8033,0.0,219.3
5869,263,13194,111.324,0.0,572.1
5869,264,13202,252.681,0.0,925.8
5869,265,13290,113.497,0.0,535.5
5869,341,17087,36.8296,0.0,610.5
5869,343,17185,124.362,0.0,773.4
5871,45,2275,261.819,0.0,369.3
5871,56,2804,207.939,0.0,546
5871,58,2913,86.3071,0.0,420.9
5871,60,3002,146.817,0.0,147.3
5874,60,3033,245.549,0.0,184.8
5875,261,13060,79.008,0.0,647.4
5875,262,13109,272.628,0.0,502.5
5876,11,590,14.9324,0.0,516
5876,22,1110,76.445,0.0,859.8
5880,20,1028,88.6472,0.0,320.4
5891,135,6783,167.488,0.0,372.6
5892,28,1446,0.724333,0.0,595.8
5894,63,3177,-0.668615,0.0,508.8
5894,63,3182,34.4894,0.0,926.7
5897,52,2601,240.033,0.0,923.4
5897,52,2610,26.6332,0.0,450.6
5900,25,1294,273.854,0.0,581.4
5904,11,571,108.093,0.0,150
5904,12,640,92.046,0.0,786.3
5904,35,1754,199.972,0.0,864.3
5906,10,508,181.195,0.0,940.8
5906,10,522,232.511,0.0,149.7
5906,152,7632,256.024,0.0,169.2
5906,162,8116,199.916,0.0,236.4
5906,198,9905,258.643,0.0,552.9
5909,64,3236,71.9319,0.0,454.8
5909,65,3299,27.4689,0.0,179.7
5909,67,3359,195.236,0.0,176.1
5909,68,3419,2.95305,0.0,40.5
5909,68,3444,265.273,0.0,304.8
5910,18,926,238.361,0.0,512.4
5910,78,3924,128.764,0.0,584.4
5910,101,5077,256.414,0.0,901.2
5911,35,1774,88.1458,0.0,908.4
5911,39,1951,110.433,0.0,533.4
5911,53,2670,3.06449,0.0,585.6
5912,87,4364,58.3367,0.0,596.4
5912,87,4366,-3.95597,0.0,73.8
5912,96,4806,164.591,0.0,477
5914,20,1012,115.336,0.0,586.5
5914,90,4549,165.204,0.0,535.2
5914,140,7047,229.892,0.0,649.2
5916,34,1730,234.963,0.0,996.9
5918,16,840,123.582,0.0,989.4
5918,18,932,180.805,0.0,449.7
5920,12,604,142.136,0.0,522.3
5920,25,1279,8.0791,0.0,889.8
5921,25,1279,272.739,0.0,331.8
5921,45,2269,6.24041,0.0,546.6
5921,47,2396,29.0848,0.0,783
5921,48,2402,59.7296,0.0,675.9
5921,93,4659,7.85623,0.0,217.2
5921,93,4664,7.68908,0.0,511.2
5921,99,4988,174.954,0.0,198.9
5923,49,2491,105.474,0.0,791.7
5925,60,3036,79.2309,0.0,132.6
5925,65,3285,83.0197,0.0,207
5925,68,3432,101.685,0.0,782.4
5925,130,6510,138.738,0.0,602.7
5926,6,304,139.016,0.0,333.9
5929,22,1130,246.385,0.0,847.8
5929,35,1786,96.6149,0.0,589.8
5929,95,4793,110.322,0.0,986.4
5929,110,5540,38.0554,0.0,563.1
5929,112,5609,257.528,0.0,747.6
5930,90,4519,128.096,0.0,762.3
5933,27,1386,76.6122,0.0,180.6
5933,87,4383,67.4187,0.0,962.4
5933,88,4445,2.11728,0.0,396
5933,119,5998,193.676,0.0,956.7
5933,121,6080,20.8942,0.0,516.6
5933,179,8982,265.886,0.0,553.2
5934,7,374,237.303,0.0,188.4
5935,41,2057,156.066,0.0,762.9
5935,41,2066,137.456,0.0,465
5935,54,2719,36.1609,0.0,771
5935,60,3013,15.3782,0.0,513
5937,23,1179,113.943,0.0,528.9
5938,53,2688,257.974,0.0,372.3
5938,54,2711,45.243,0.0,468.6
5938,61,3078,117.676,0.0,972
5938,62,3124,9.80636,0.0,451.8
5938,71,3585,96.6149,0.0,954
5941,2,111,211.282,0.0,978.3
5941,6,350,259.646,0.0,762
5941,19,997,-7.24333,0.0,488.1
5946,11,555,74.2163,0.0,159
5946,52,2641,163.365,0.0,467.1
5946,55,2793,31.9264,0.0,482.1
5946,69,3484,220.977,0.0,992.7
5947,33,1664,67.6416,0.0,766.2
5947,37,1896,43.5157,0.0,495.3
5947,63,3165,77.7822,0.0,230.1
5947,74,3725,73.5477,0.0,177.9
5947,127,6379,203.761,0.0,587.1
5947,171,8576,48.7532,0.0,588.6
5947,179,9000,268.115,0.0,35.1
5948,16,804,234.127,0.0,969.6
5948,17,882,215.517,0.0,999.6
5949,5,255,3.51023,0.0,581.1
5949,11,584,99.8466,0.0,517.8
5949,13,672,6.79759,0.0,920.7
5949,15,789,209.778,0.0,937.8
5949,17,895,152.834,0.0,376.2
5949,18,901,191.948,0.0,142.5
5949,19,981,146.872,0.0,612.3
5949,46,2318,98.6208,0.0,541.8
5951,1,72,19.3341,0.0,829.5
5951,1,74,162.306,0.0,212.7
5952,2,125,161.025,0.0,784.5
5953,2,109,204.819,0.0,129.9
5953,4,208,262.933,0.0,328.8
5953,18,918,135.673,0.0,337.2
5953,21,1093,23.8473,0.0,457.5
5957,2,105,216.074,0.0,153.3
5959,16,830,145.424,0.0,908.7
5960,1,77,133.389,0.0,47.4
5961,15,787,106.198,0.0,459
5961,19,969,59.9525,0.0,829.5
5961,37,1853,105.641,0.0,536.4
5961,60,3037,130.993,0.0,588.3
5961,62,3121,181.362,0.0,225.9
5961,96,4806,104.415,0.0,567.6
5963,16,848,79.0638,0.0,156.9
5964,6,331,249.505,0.0,526.8
5965,32,1618,126.647,0.0,480.6
5965,36,1833,123.972,0.0,422.7
5966,11,561,109.709,0.0,489.6
5966,38,1904,-4.51315,0.0,145.5
5966,87,4370,99.6794,0.0,450.6
5966,100,5017,64.6328,0.0,752.1
5966,211,10587,67.0844,0.0,367.8
5969,37,1890,3.34308,0.0,143.4
5969,38,1917,245.048,0.0,921.3
5969,45,2255,153.67,0.0,179.1
5971,19,973,153.391,0.0,965.4
5971,20,1025,205.432,0.0,451.8
5971,26,1334,185.708,0.0,957.9
5971,57,2893,43.85,0.0,951
5971,58,2931,231.229,0.0,997.5
5971,60,3034,203.593,0.0,549.3
5971,62,3120,197.854,0.0,615.9
5971,91,4595,178.52,0.0,446.1
5971,114,5725,51.8177,0.0,527.7
5971,131,6572,19.557,0.0,537.6
5975,44,2235,112.55,0.0,594
5975,64,3217,57.5009,0.0,467.4
5975,84,4246,18.6655,0.0,468.9
5976,17,852,8.52485,0.0,510
5977,14,742,171.054,0.0,552.9
5977,17,855,225.658,0.0,768.6
5977,45,2256,156.902,0.0,319.8
5977,47,2390,105.864,0.0,228.6
5977,53,2654,44.1286,0.0,768
5977,71,3589,128.207,0.0,773.7
5977,75,3760,115.615,0.0,460.2
5977,83,4189,205.711,0.0,558.6
5977,87,4357,-3.00877,0.0,502.2
5977,97,4854,210.781,0.0,273
5977,98,4933,220.532,0.0,447.3
5977,102,5121,89.2601,0.0,603.3
5977,103,5151,113.665,0.0,485.4
5977,116,5812,247.109,0.0,609.6
5977,139,6970,195.681,0.0,224.4
5977,189,9452,116.506,0.0,262.5
5979,13,677,48.5303,0.0,861.9
5979,16,830,64.3542,0.0,972.9
5979,19,967,32.595,0.0,771
5979,20,1046,265.719,0.0,275.7
5979,21,1063,256.191,0.0,139.2
5979,80,4034,61.7355,0.0,194.7
5979,96,4835,274.912,0.0,934.2
5979,146,7320,115.336,0.0,155.4
5979,152,7624,263.88,0.0,473.7
5983,52,2638,267.669,0.0,462.6
5983,56,2828,-6.74187,0.0,831
5983,56,2836,236.244,0.0,634.5
5984,1,71,-0.668615,0.0,209.4
5985,18,915,140.911,0.0,62.1
5985,20,1022,119.682,0.0,204
5985,25,1257,118.456,0.0,976.2
5985,25,1263,2.61874,0.0,493.5
5985,27,1367,220.364,0.0,215.7
5985,27,1392,78.228,0.0,571.2
5985,34,1704,90.3745,0.0,497.4
5985,39,1951,137.4,0.0,780.6
5985,106,5307,183.312,0.0,488.1
5985,108,5424,80.2896,0.0,603.3
5985,140,7021,220.197,0.0,441
5985,152,7650,95.612,0.0,363.9
5985,161,8071,175.512,0.0,672
5985,164,8223,268.282,0.0,174
5985,164,8237,195.347,0.0,780.6
5985,164,8245,24.1816,0.0,841.8
5985,168,8404,95.3891,0.0,210.9
5985,169,8467,109.43,0.0,236.4
5985,169,8500,129.711,0.0,300
5985,171,8570,184.649,0.0,153
5985,174,8708,211.672,0.0,967.8
5985,174,8745,81.2368,0.0,537
5985,178,8937,91.5446,0.0,907.2
5985,181,9079,215.74,0.0,601.5
5986,29,1459,39.3369,0.0,572.4
5986,29,1464,164.981,0.0,768
5987,6,339,270.288,0.0,982.8
5988,10,515,76.2779,0.0,556.2
5988,10,525,146.594,0.0,510.6
5990,26,1332,150.773,0.0,628.8
5990,27,1355,250.006,0.0,593.4
5994,46,2325,-7.68908,0.0,437.1
5996,5,300,112.606,0.0,438.3
5996,21,1055,5.01461,0.0,84.6
5996,21,1090,163.755,0.0,903.6
5996,56,2808,0.167154,0.0,990
5996,59,2989,184.816,0.0,457.8
5996,70,3546,-5.9061,0.0,500.4
6000,21,1085,147.207,0.0,457.8
6000,23,1171,147.987,0.0,570.9
6000,23,1198,-1.83869,0.0,166.8
6002,3,195,265.775,0.0,489
6002,7,390,259.868,0.0,323.4
6002,17,881,98.1193,0.0,984.3
6002,18,909,269.341,0.0,909.6
6002,18,937,251.567,0.0,773.4
6002,20,1001,3.39879,0.0,565.2
6002,20,1017,72.3776,0.0,772.5
6002,23,1199,158.462,0.0,440.7
6004,5,258,56.3308,0.0,201.3
6004,5,259,118.289,0.0,180
6004,25,1299,31.8149,0.0,357.3
6004,26,1312,258.253,0.0,190.5
6004,67,3353,129.544,0.0,466.2
6004,67,3362,236.634,0.0,553.8
6004,76,3836,5.46036,0.0,609.3
6004,89,4497,255.077,0.0,629.4
6004,137,6864,84.8584,0.0,796.5
6004,143,7168,61.6798,0.0,153.6
6004,145,7283,177.406,0.0,576.3
6004,157,7900,31.3135,0.0,537.6
6004,163,8153,30.9235,0.0,510.3
6007,5,281,38.7797,0.0,44.4
6007,106,5324,122.802,0.0,917.7
6007,110,5509,217.913,0.0,319.5
6011,21,1083,105.53,0.0,505.2
6011,23,1187,22.0086,0.0,444.3
6011,33,1658,193.843,0.0,792.9
6011,91,4570,118.568,0.0,918.9
6011,102,5112,65.8029,0.0,395.1
6015,29,1464,211.338,0.0,922.5
6015,40,2012,22.5658,0.0,754.2
6015,52,2607,183.033,0.0,611.4
6015,54,2730,123.805,0.0,212.4
6015,79,3968,195.849,0.0,900
6015,85,4275,3.62167,0.0,638.4
6015,88,4415,89.2044,0.0,744.6
6016,0,16,186.488,0.0,565.5
6020,45,2277,155.063,0.0,508.8
6020,85,4283,104.638,0.0,165.3
6021,2,101,143.641,0.0,640.8
6021,2,140,241.203,0.0,385.5
6021,47,2373,74.2163,0.0,496.2
6021,97,4870,85.3042,0.0,373.8
6021,109,5466,210.28,0.0,554.1
6021,206,10324,245.939,0.0,235.2
6021,211,10587,93.6061,0.0,428.1
6021,221,11085,240.813,0.0,487.2
6021,228,11429,88.9258,0.0,443.7
6021,228,11442,183.646,0.0,198
6021,233,11677,156.679,0.0,545.4
6022,14,714,42.2342,0.0,466.2
6022,33,1671,242.93,0.0,530.4
6022,42,2138,174.119,0.0,778.2
6022,51,2598,82.6297,0.0,949.8
6022,79,3966,-1.67154,0.0,767.1
6022,79,3992,186.599,0.0,650.1
6022,114,5729,259.367,0.0,192.9
6023,15,797,274.522,0.0,972.3
6023,37,1852,167.098,0.0,480.3
6023,37,1891,109.597,0.0,956.1
6023,65,3254,20.3928,0.0,443.7
6024,33,1653,25.7974,0.0,594.9
6024,40,2010,268.338,0.0,651.6
6024,43,2180,260.091,0.0,229.8
6024,45,2285,132.163,0.0,957.3
6024,52,2618,263.657,0.0,910.8
6024,89,4467,244.88,0.0,531.6
6024,100,5046,43.1257,0.0,938.7
6025,23,1169,201.086,0.0,330.6
6025,51,2564,71.3747,0.0,201
6025,66,3325,59.5625,0.0,796.5
6026,2,111,90.6531,0.0,614.4
6026,5,290,183.758,0.0,883.5
6026,34,1723,245.605,0.0,565.8
6026,47,2381,19.3898,0.0,864.6
6026,49,2484,84.6356,0.0,536.1
6027,99,4986,155.007,0.0,569.4
6027,99,4994,155.676,0.0,932.7
6027,102,5117,251.399,0.0,861.3
6030,7,353,217.244,0.0,482.1
6030,9,488,128.374,0.0,313.5
6030,73,3657,73.4362,0.0,927.9
6030,79,3973,76.8908,0.0,255
6030,90,4507,266.499,0.0,619.2
6030,104,5224,146.427,0.0,633.6
6031,0,33,42.1228,0.0,587.1
6031,1,51,227.496,0.0,321.6
6031,1,82,142.415,0.0,521.1
6031,1,92,74.662,0.0,184.8
6031,2,104,23.0672,0.0,918
6031,2,135,91.8232,0.0,613.8
6031,13,690,66.7501,0.0,582.3
6031,30,1514,130.659,0.0,568.2
6031,31,1561,45.7444,0.0,489.3
6031,55,2793,255.244,0.0,636.6
6031,85,4299,31.0906,0.0,513.3
6031,88,4440,231.397,0.0,854.4
6031,90,4509,98.7879,0.0,379.5
6031,98,4941,242.094,0.0,576.3
6031,101,5093,28.0818,0.0,154.8
6031,102,5104,47.1374,0.0,610.5
6031,104,5239,87.8115,0.0,200.1
6031,107,5367,46.3016,0.0,858.3
6031,140,7016,237.804,0.0,559.2
6031,143,7181,61.4569,0.0,933
6031,214,10712,103.858,0.0,555.9
6033,27,1377,10.6978,0.0,279.3
6033,80,4009,226.716,0.0,614.1
6033,83,4196,107.759,0.0,621.3
6033,101,5081,86.92,0.0,477.9
6036,37,1858,26.466,0.0,439.2
6036,52,2610,149.77,0.0,517.5
6036,52,2616,244.156,0.0,610.2
6036,53,2660,130.046,0.0,764.7
6036,65,3252,268.282,0.0,1000.2
6036,65,3298,203.092,0.0,656.7
6036,67,3353,175.512,0.0,755.7
6037,9,480,52.7092,0.0,489.9
6037,11,552,4.23456,0.0,637.5
6041,2,136,119.014,0.0,939.6
6041,16,826,157.403,0.0,786.9
6043,54,2729,-7.52192,0.0,991.2
6043,97,4858,112.885,0.0,621
6043,98,4911,144.699,0.0,481.8
6043,99,4980,179.523,0.0,232.5
6043,108,5418,-6.85331,0.0,171.9
6043,109,5500,67.9759,0.0,516
6043,112,5636,4.51315,0.0,930
6043,115,5768,131.327,0.0,487.5
6043,118,5909,5.40464,0.0,158.1
6043,124,6219,86.5857,0.0,517.2
6043,145,7265,87.9786,0.0,850.8
6043,148,7402,152.5,0.0,459.6
6043,148,7440,9.52777,0.0,968.7
6043,161,8081,168.045,0.0,393.3
6043,164,8242,159.799,0.0,602.4
6043,172,8640,72.2662,0.0,130.2
6043,172,8646,130.269,0.0,228.6
6043,178,8931,97.785,0.0,766.8
6044,3,164,-2.89733,0.0,431.7
6045,20,1014,97.0049,0.0,224.4
6045,20,1042,52.932,0.0,631.8
6046,31,1557,87.5886,0.0,322.8
6046,33,1690,160.969,0.0,353.7
6046,37,1855,71.7647,0.0,555.6
6046,41,2099,261.651,0.0,498
6046,107,5398,252.569,0.0,781.8
6047,1,53,123.304,0.0,988.5
6047,3,179,71.0961,0.0,891
6047,4,212,-4.40172,0.0,996
6047,13,697,76.2221,0.0,484.2
6051,7,383,213.344,0.0,255.3
6052,1,96,106.978,0.0,617.7
6052,6,304,135.45,0.0,622.8
6052,6,324,114.11,0.0,917.4
6052,6,341,70.8732,0.0,183.6
6052,10,508,178.743,0.0,625.2
6052,10,512,100.738,0.0,552.6
6052,13,652,260.314,0.0,496.5
6052,15,800,67.8087,0.0,903
6052,16,838,188.327,0.0,373.2
6052,50,2526,133.723,0.0,473.7
6052,50,2538,228.276,0.0,574.8
6052,51,2584,105.418,0.0,988.5
6052,53,2678,84.6356,0.0,309.6
6052,56,2838,109.597,0.0,892.2
6052,77,3872,98.3979,0.0,635.7
6052,90,4513,242.596,0.0,800.7
6052,91,4588,30.3106,0.0,751.2
6052,117,5876,192.283,0.0,208.8
6052,117,5885,223.485,0.0,964.2
6055,9,471,124.195,0.0,626.4
6055,12,636,158.908,0.0,615.3
6055,16,805,26.9118,0.0,165.3
6055,18,902,162.474,0.0,641.1
6055,26,1350,243.877,0.0,603.9
6055,41,2097,11.255,0.0,841.5
6056,23,1192,110.489,0.0,585.3
6056,25,1294,74.662,0.0,388.8
6057,0,49,126.48,0.0,772.8
6057,4,217,36.3281,0.0,958.5
6058,78,3910,-3.23164,0.0,212.7
6058,147,7367,142.582,0.0,480
6058,193,9665,191.224,0.0,594.9
6059,118,5910,252.347,0.0,440.4
6059,123,6171,120.184,0.0,179.1
6059,134,6716,27.5804,0.0,476.7
6063,7,358,152.221,0.0,843.3
6063,29,1455,16.6597,0.0,495.9
6063,29,1497,60.5654,0.0,453.9
6063,32,1638,94.6091,0.0,515.7
6063,34,1742,-6.519,0.0,520.5
6063,38,1904,35.548,0.0,375.9
6063,40,2014,30.0877,0.0,600.3
6063,46,2312,-1.17008,0.0,631.2
6064,32,1649,210.725,0.0,642.9
6065,28,1411,27.9704,0.0,580.8
6065,28,1447,253.795,0.0,275.7
6065,29,1499,102.242,0.0,599.1
6065,30,1550,23.903,0.0,850.5
6065,52,2619,85.9728,0.0,176.1
6065,65,3294,24.2373,0.0,527.1
6065,66,3310,221.535,0.0,981
6065,67,3374,194.344,0.0,645.3
6065,67,3380,2.28444,0.0,534.6
6065,72,3645,108.594,0.0,995.1
6065,74,3741,138.961,0.0,625.5
6070,18,902,150.048,0.0,83.4
6070,20,1019,-0.501461,0.0,786.3
6070,38,1913,83.7998,0.0,853.2
6070,39,1967,150.94,0.0,467.7
6070,82,4118,93.3833,0.0,489.3
6070,116,5834,70.0375,0.0,602.1
6070,119,5986,11.6451,0.0,764.7
6070,129,6467,210.057,0.0,963.6
6070,130,6537,216.631,0.0,611.7
6073,120,6026,209.499,0.0,981.6
6074,9,451,121.465,0.0,989.7
6074,34,1725,92.9932,0.0,591.6
6074,34,1748,224.376,0.0,495.9
6074,35,1763,44.24,0.0,468
6074,45,2297,261.874,0.0,239.7
6074,66,3310,12.9823,0.0,592.5
6074,130,6508,129.879,0.0,499.8
6074,131,6582,131.216,0.0,582.6
6074,132,6627,252.514,0.0,773.1
6074,134,6737,189.441,0.0,210.6
6075,40,2013,69.7589,0.0,960.3
6075,40,2018,193.787,0.0,308.1
6075,60,3035,6.68615,0.0,851.1
6076,2,103,192.728,0.0,795
6076,3,179,34.8237,0.0,177.3
6076,5,282,165.148,0.0,655.8
6076,7,390,10.9764,0.0,37.2
6076,8,425,205.599,0.0,390.9
6076,46,2333,-5.57179,0.0,854.7
6076,49,2487,77.3365,0.0,436.5
6076,88,4429,52.152,0.0,587.1
6076,130,6539,209.722,0.0,530.7
6078,39,1996,101.741,0.0,303.6
6078,41,2065,223.819,0.0,997.5
6078,67,3386,108.65,0.0,990.9
6078,68,3402,99.4008,0.0,311.7
6078,72,3607,95.8906,0.0,785.4
6078,72,3648,231.787,0.0,172.8
6079,5,258,30.3663,0.0,452.4
6079,35,1777,16.3254,0.0,744
6080,14,710,38.3897,0.0,576.9
6080,100,5004,165.315,0.0,187.2
6080,101,5074,40.6741,0.0,138
6080,104,5231,212.843,0.0,881.4
6080,107,5374,268.56,0.0,168
6080,118,5918,92.2132,0.0,930
6080,144,7247,97.3392,0.0,484.2
6081,10,503,260.927,0.0,434.7
6081,11,579,247.666,0.0,489.3
6081,11,587,210.447,0.0,621.9
6083,28,1408,18.164,0.0,987.9
6083,30,1503,145.647,0.0,986.7
6084,17,863,231.731,0.0,423
6085,17,877,132.553,0.0,489.9
6086,2,122,212.341,0.0,605.1
6089,1,96,261.429,0.0,157.5
6090,15,757,112.717,0.0,974.7
6090,18,909,206.045,0.0,152.4
6090,20,1045,240.98,0.0,946.5
6090,30,1506,159.632,0.0,426.3
6090,78,3930,201.922,0.0,590.1
6090,105,5290,106.143,0.0,580.5
6091,46,2323,159.576,0.0,598.2
6091,102,5131,232.455,0.0,475.5
6091,126,6305,155.007,0.0,646.5
6091,156,7844,235.018,0.0,210.9
6091,158,7931,236.188,0.0,547.5
6091,160,8039,100.794,0.0,927.6
6091,181,9065,230.784,0.0,555
6091,198,9950,225.825,0.0,759
6092,7,378,190.277,0.0,516.3
6092,11,576,133.667,0.0,570.6
6092,36,1830,206.324,0.0,614.7
6092,49,2469,63.9642,0.0,981.6
6092,62,3101,135.84,0.0,492.6
6092,91,4567,-5.79467,0.0,67.2
6092,124,6223,31.202,0.0,800.4
6092,124,6233,98.7322,0.0,1002.3
6092,128,6407,250.062,0.0,159.3
6092,159,7969,249.951,0.0,559.8
6092,159,7989,152.611,0.0,592.8
6095,8,416,14.6538,0.0,763.8
6096,9,491,76.055,0.0,507.6
6096,36,1835,117.676,0.0,444.6
6096,48,2447,162.864,0.0,514.8
6098,40,2004,208.497,0.0,560.4
6098,47,2399,219.863,0.0,769.5
6098,52,2627,205.042,0.0,655.5
6098,93,4695,232.288,0.0,742.8
6098,94,4714,117.231,0.0,224.1
6099,9,472,252.179,0.0,625.8
6100,19,951,152.723,0.0,516.6
6100,57,2852,152.779,0.0,592.5
6100,58,2924,133.054,0.0,216.9
6100,94,4703,7.63336,0.0,315
6100,94,4728,236.523,0.0,609.3
6100,98,4923,174.286,0.0,919.2
6100,126,6328,222.482,0.0,148.8
6100,127,6379,117.119,0.0,986.7
6100,141,7089,98.175,0.0,537.9
6100,151,7579,255.578,0.0,963.9
6100,153,7696,233.458,0.0,494.4
6100,153,7697,37.3867,0.0,572.4
6100,180,9004,60.0082,0.0,474
6100,180,9015,68.4216,0.0,537.3
6100,183,9192,102.744,0.0,546.6
6100,210,10501,144.588,0.0,310.8
6100,220,11033,126.145,0.0,473.1
6101,9,476,151.609,0.0,564.3
6101,19,986,86.5857,0.0,240.9
6101,22,1136,273.742,0.0,919.2
6101,23,1189,114.556,0.0,526.2
6101,68,3449,261.039,0.0,389.4
6102,11,560,34.6566,0.0,935.4
6102,40,2025,176.403,0.0,603.3
6102,40,2042,49.7004,0.0,775.5
6102,51,2558,16.1025,0.0,521.7
6102,60,3030,149.045,0.0,751.8
6102,79,3999,11.0322,0.0,903.6
6102,95,4764,245.103,0.0,920.1
6102,95,4771,22.6772,0.0,943.5
6103,48,2409,133.389,0.0,201.9
6103,61,3088,90.9874,0.0,488.7
6103,71,3600,199.47,0.0,528.3
6103,72,3624,185.206,0.0,456.3
6103,83,4188,34.8237,0.0,752.7
6103,90,4505,4.06741,0.0,630
6103,136,6806,7.52192,0.0,599.4
6103,147,7352,174.954,0.0,883.8
